認定番号,業者名,所在地,電話番号,ウェブサイトURL,評価,レビュー数
490846,代行フジヤマ,富士宮市,0544-24-2880,,,
490847,運転代行横綱,富士宮市,,,,
490887,運転代行ロードⅡ,富士宮市,0120-647-005,,4,1
490380,株式会社インフィニットワールド,静岡市清水区,054-291-4722,https://infinic-ltd.com/,4.4,8
490639,ＥＢＩＳＵ代行,静岡市清水区,090-9919-6253,http://ebisu-daikou.jp/,5,2
490664,ソーエイ代行,静岡市清水区,090-3422-5505,https://reiwa-daikou.com/,4.4,14
490708,運転代行ＳＤＳライフ,静岡市清水区,0120-833-456,,3,2
490826,スター代行サービス,静岡市清水区,0120-194-941,,5,1
490885,令和代行,静岡市清水区,090-3422-5505,https://reiwa-daikou.com/,4.4,14
490599,アイアップル代行,静岡市葵区,080-5139-8414,,1,4
490614,フラワー代行,静岡市葵区,080-5133-2400,,1,2
490627,ＮＥＯ運転代行,静岡市葵区,0120-185-430,,2.2,5
490653,オレンジ代行,静岡市葵区,0120-891-913,,1,1
490728,イー代行,静岡市葵区,090-2466-9435,https://iinedaikou.com/,3.8,6
490842,セプト代行,静岡市葵区,090-3589-0322,https://www.sept-car.com/,5,7
490920,代行うしくん,静岡市葵区,,,,
490924,Ｈeart代行,静岡市葵区,0120-647-005,,4,1
490226,アベルト代行,静岡市駿河区,054-284-1960,,4,6
490249,つばさ代行,静岡市駿河区,090-6309-1804,https://shizuoka.mypl.net/shop/00000379701/,4.4,9
490326,ｎｅｗ代行屋,静岡市駿河区,0120-928-966,,3.5,2
490372,トキワ代行,静岡市駿河区,090-6309-1804,https://shizuoka.mypl.net/shop/00000379701/,4.4,9
490390,スマイル代行,静岡市駿河区,0120-931-714,,4.5,4
490533,マロン代行,静岡市駿河区,090-2466-9435,https://iinedaikou.com/,3.8,6
490652,いいね代行,静岡市駿河区,090-2466-9435,https://iinedaikou.com/,3.8,6
490668,シズセイ代行,静岡市駿河区,054-284-3070,http://www.shizusei-daikou.com/,4.7,6
490696,Ｋ－マックス代行,静岡市駿河区,0120-111-403,,,
490807,やま代行,静岡市駿河区,090-6309-1804,https://shizuoka.mypl.net/shop/00000379701/,4.4,9
490808,Ｙｅｓ，Ｓｈｉｚｕｏｋａ,静岡市駿河区,054-340-3660,https://ringocompany.jp/,3.8,294
490812,アールエス代行,静岡市駿河区,090-5582-8478,https://bonds20220319.studio.site/,4.7,3
490864,株式会社明幸,静岡市駿河区,,https://meikoudengyou.com/,5,1
490889,ＪＡＰＡＮ代行,静岡市駿河区,,,,
490904,静岡代行,静岡市駿河区,090-6309-1804,https://shizuoka.mypl.net/shop/00000379701/,4.4,9
490129,運転代行ズー,藤枝市,0120-300-916,,3.2,11
490601,ＡＢＣ代行志太,藤枝市,054-637-9897,,1,2
490730,ａｎａｎ運転代行,藤枝市,054-625-8218,,1,8
490824,焼津水咲代行,藤枝市,054-625-5300,,3.3,8
490597,ディアー代行サービス,焼津市,0120-022-046,,,
490772,スルガ代行,焼津市,0120-802-566,,4.4,10
490794,中部東海代行,焼津市,0120-040-140,,,
490814,７―３,焼津市,054-626-5338,http://www.sej.co.jp/,3.4,21
490815,車代行ドクターエース,焼津市,0800-200-2279,,5,1
490903,安保担代行,焼津市,0120-802-566,,4.4,10
490916,プラスト代行,焼津市,0120-802-566,,4.4,10
490474,ＡＢＣ運転代行島田,島田市,0120-820-811,,,
490586,クレバヤシ代行,牧之原市,0548-87-2935,,,
490629,Ｔ．Ｏ．Ｐ代行,牧之原市,090-6330-2817,http://www.k-mix.info/top,4.3,6
490300,ひかり代行サービス,菊川市,0547-34-2277,,2,1
490612,代行ヴェガ,御前崎市,090-5612-1015,https://apri.crayonsite.com/,5,2
490778,なぎさ代行,御前崎市,0548-63-2408,,4.3,18
490915,代行パール,御前崎市,090-6330-2817,http://www.k-mix.info/top,4.3,6
490005,ＳＤＳライフ,掛川市,0120-232-433,https://www.daiichitsuusyou.co.jp/,2.7,3
490145,代行運転Ａ,掛川市,0120-670-157,,3,4
490280,代行ロード,掛川市,080-3065-5146,,1,4
490468,かみ源代行,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
490642,かけがわ代行,掛川市,080-3065-5146,,1,4
490724,大一大万大吉代行,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
490764,代行スパーク,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
490822,さくらかけがわ,掛川市,0537-24-8711,https://www.city.kakegawa.shizuoka.jp/gyosei/docs/7077.html,4.5,35
490843,統一代行,掛川市,080-3065-5146,,1,4
490862,夫婦代行,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
490863,安心代行,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
90875,遠州代行,掛川市,080-3657-8814,https://www.instagram.com/ensyuudaikou?igsh=MXBwd3ZxNmR3bDJsZw%3D%3D&utm_source=qr,3.2,9
490914,ぶんぶん代行,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
490926,はちはち運転代行,掛川市,080-2000-1122,http://anshin-dk.net/,4.3,12
490534,タイガー代行社,袋井市,050-3342-0654,,,
490607,こころ代行 袋井支店,袋井市,090-1234-3656,http://yamamotodensetsu.com/kokoro/,3.7,6
490681,まりん代行,袋井市,080-8890-3351,http://drive-fukuroi.jimdo.com/,5,2
490683,運転代行どらいぶ,袋井市,080-8890-3351,http://drive-fukuroi.jimdo.com/,5,2
490776,絆代行,袋井市,080-1580-9144,https://wisupport.net/,3.5,16
490861,もみじ代行,袋井市,090-7692-9672,http://momiji-daikou.crayonsite.com/,2.2,5
490872,運転代行ヒーロー袋井営業所,袋井市,080-9721-1160,https://herodriverservice.wixsite.com/-site,4.9,8
490876,ＨＥＩＷＡ,袋井市,0538-42-7248,https://www.heiwa-mirai.co.jp/,3.6,16
490883,運転代行ＰＥＡＣＥ,袋井市,0538-45-3515,,5,3
490890,運転代行ＦＴＳ,袋井市,080-8890-3351,http://drive-fukuroi.jimdo.com/,5,2
490906,め組代行,袋井市,,,,
490927,代行東海,袋井市,080-8890-3351,http://drive-fukuroi.jimdo.com/,5,2
490113,アトム代行,磐田市,080-4525-1283,https://herodriverservice.wixsite.com/-site,5,20
490143,代行運転イフ,磐田市,0120-311-607,,1.9,9
490200,協同代行,磐田市,080-4525-1283,https://herodriverservice.wixsite.com/-site,5,20
490319,代行運転ポッポ,磐田市,080-4525-1283,https://herodriverservice.wixsite.com/-site,5,20
490618,代行セレクト,磐田市,0120-163-115,,1,2
490802,代行運転ミッキー,磐田市,0120-075-766,,1.9,7
490816,運転代行令和,磐田市,080-4525-1283,https://herodriverservice.wixsite.com/-site,5,20
490831,ＤＲＥＡＭ代行,磐田市,090-2655-5005,https://dreamdaiko.com/,3,2
490841,代行運転ＲＡＩＺＵ,磐田市,080-4525-1283,https://herodriverservice.wixsite.com/-site,5,20
490894,代行運転ナイス,磐田市,053-420-0317,,1.2,5
490912,Ｚ運転代行,磐田市,080-4525-1283,https://herodriverservice.wixsite.com/-site,5,20
490275,代行運転ピクシー＆ジョニー,浜松市浜名区,053-568-0429,https://million-2265.com/,3.9,19
490430,代行運転スマイル,浜松市浜名区,0120-595-636,,4.5,4
490660,エフワン代行,浜松市浜名区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490919,セブン運転代行,浜松市浜名区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490048,有限会社代行運転ラッキー,浜松市中央区,053-462-3833,,2.6,59
490097,代行運転ミント,浜松市中央区,0120-736-310,,1.3,19
490155,㋭代行運転,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490169,代行運転アポロ,浜松市中央区,053-592-2456,,2,1
490222,代行運転マンモス,浜松市中央区,090-9182-2220,https://r.goope.jp/manmosudaikou/,2.9,19
490401,株式会社ベスト,浜松市中央区,053-424-5558,,5,1
490509,代行運転ダイヤ,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490581,メイ代行,浜松市中央区,053-568-0429,https://million-2265.com/,3.9,19
490712,代行運転ＧＯＧＯ浜松,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490734,ビッグウェル,浜松市中央区,053-468-2181,https://www.life-well.jp/hamamatsu/lp/,4.7,791
490821,スマイルＫ,浜松市中央区,053-413-3701,https://smife-slplus.com/,4.7,110
490835,代行運転ミリオン,浜松市中央区,053-568-0429,https://million-2265.com/,3.9,19
490850,タイセイ２２,浜松市中央区,053-451-0013,https://www.taisei-bm.co.jp/,3.3,3
490881,代行運転ルーチェ,浜松市中央区,053-462-3833,,2.6,59
490898,代行運転ダッシュ,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490901,代行運転ＣＬＯＶＥＲ,浜松市中央区,053-533-9123,https://daikou-clover0968.com/,5,3
490905,代行運転 ＪＫサービス,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490910,スターネオ合同会社,浜松市中央区,053-422-0775,,,
490913,ＺＥＲＯ,浜松市中央区,,,,
490029,有限会社代行センター安全,浜松市中央区,053-441-5733,,3,19
490109,代行運転カー・ボーイ,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490160,代行運転優勝,浜松市中央区,,,,
490265,運転代行キング,浜松市中央区,053-440-6333,,3.3,3
490410,アート代行中央営業所・中央代行,浜松市中央区,053-443-8811,,,
490571,いづみ代行,浜松市中央区,053-568-0429,https://million-2265.com/,3.9,19
490640,代行運転エスコート．,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490658,代行運転トップ２,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490676,代行運転ステラ,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490698,代行運転アロー,浜松市中央区,053-533-9123,https://daikou-clover0968.com/,5,3
490768,代行運転未来,浜松市中央区,053-568-0429,https://million-2265.com/,3.9,19
490786,ア・リンクス,浜松市中央区,090-8148-3045,https://ashlynx0.wixsite.com/website,,
490795,ライフ代行,浜松市中央区,053-439-4731,,,
490797,代行運転絆,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490800,ＮＯ゜８,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490805,代行運転カラー２,浜松市中央区,053-488-9199,,2.6,5
490806,松ちゃん代行,浜松市中央区,053-451-0050,,4.4,128
490828,代行アシスト,浜松市中央区,0120-968-547,,3.2,6
490829,代行運転カラー,浜松市中央区,053-437-5502,https://www.color5502.com/cont1/main.html,,
490874,代行運転中央,浜松市中央区,053-456-4577,,3.5,15
490897,代行運転ハッピー,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490918,マル得代行,浜松市中央区,053-544-5095,,2.5,2
490921,代行運転ヒロシ,浜松市中央区,053-568-0429,https://million-2265.com/,3.9,19
490930,代行運転エース,浜松市中央区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490014,あさひ代行運転,浜松市中央区,053-485-8268,,,
490790,代行運転たけし,浜松市中央区,053-533-9123,https://daikou-clover0968.com/,5,3
490929,ちどり２,浜松市中央区,053-452-9366,https://www.chidorizushi.com/,4,37
490056,有限会社やまもと,浜松市浜名区,053-525-0137,http://y-yamamoto.net/,,
490476,代行運転キャット,浜松市浜名区,070-1667-8808,https://www.navitime.co.jp/daiko/provider/no8/,3.6,26
490227,代行運転スピード,湖西市,053-594-0557,https://daikospeed.com/,4.3,3
490721,ひまわり代行,湖西市,070-2214-9376,https://r.goope.jp/kosai-himawari/,,
