認定番号,業者名,所在地,電話番号,ウェブサイトURL,評価,レビュー数
460179,(株)茜ドライビ ングサービス,新発⽥市,0254-23-7575,https://akane-ds.com/,4.6,7
460214,(有)紫運転代⾏,新発⽥市,0254-21-0188,,3.6,7
460251,昴代⾏,新発⽥市,0254-23-2000,,3.5,2
460279,あすか運転代 ⾏,新発⽥市,0254-22-1999,,4,4
460304,愛運転代⾏,胎内市,0120-775-158,,,
460335,希望代⾏,胎内市,0120-447-256,,3,5
460483,ひよこ運転代 ⾏,胎内市,0254-43-0805,,3.5,6
460496,ミッキー代⾏,胎内市,0254-43-0805,,3.5,6
460500,⼆番運転代⾏,新発⽥市,0254-21-0188,,3.6,7
460509,Ｌ‧Ｃ‧Ｃ(株) （アルビ運転 代⾏）,北蒲原郡聖籠町,0120-918-651,,1,2
460522,トナカイ代⾏,胎内市,0254-43-0805,,3.5,6
460535,スカイ代⾏,胎内市,0254-43-6403,https://sky-eng.co.jp/,4.3,4
460561,あおい運転代 ⾏,新発⽥市,0254-22-1999,,4,4
460569,（有）ほんま 商店（なかが わ代⾏）,新発⽥市,0254-22-3307,https://honmaya.shop/,4.3,40
460577,藤運転代⾏,新発⽥市,0254-21-0188,,3.6,7
460584,アヤメ運転代 ⾏,胎内市,0254-43-0805,,3.5,6
460601,新潟サポート 代⾏,新発⽥市,0254-22-1999,,4,4
460602,ダイワサービ ス（株）（ダイ ワ代⾏サービ ス）,新発⽥市,0120-273-090,,2,3
460043,運転代⾏ケーズ,村上市,0254-53-3799,,,
460296,アスナロ代⾏,村上市,0254-62-7343,,2.5,2
460338,(株)あこちゃん 代⾏,岩船郡関川村,0120-642-111,,5,1
460573,運転代⾏ジャ パン,村上市,0254-62-7343,,2.5,2
460020,笹神運転代⾏ 社,阿賀野市,0120-204-339,,1.5,4
460237,あがのタクシ ー(株)（あがの 代⾏）,阿賀野市,0250-62-3333,https://sites.google.com/view/aganotaxi/%E3%83%9B%E3%83%BC%E3%83%A0,2.8,4
460528,MAX運転代⾏,阿賀野市,0120-620-057,,3,6
460596,天朝運転代⾏,阿賀野市,090-7281-4172,https://www.navitime.co.jp/daiko/provider/niigata-tencho,,
460286,ドリーム運転代 ⾏,東蒲原郡阿賀町,090-8830-1323,,3.5,10
460223,(有)アサヒ運転 代⾏,五泉市,0250-43-6300,,2.3,3
460326,練⾺だいこん 代⾏,五泉市,0250-58-5711,,3.8,9
460380,いずみ運転代 ⾏,五泉市,0250-43-2233,,4.2,5
460455,五泉さくら代 ⾏,五泉市,0250-43-6300,,2.3,3
460480,MAX代⾏ GOSEN,五泉市,0250-43-0755,,3.3,3
460501,(有)ピー‧エス （KAERU代⾏）,五泉市,0250-43-1555,,2.5,4
460567,バーディー代⾏ 五泉,五泉市,0250-43-1555,,2.5,4
460580,チャボス代⾏,五泉市,0250-43-1555,,2.5,4
460583,運転代⾏サー ビスイレブン,五泉市,0250-47-6780,,2.5,4
460307,あきは運転代 ⾏,新潟市秋葉区,080-8122-2365,https://niigata-ykdaikou.com/,4.6,9
460400,アサヒ代⾏,新潟市秋葉区,0250-43-6300,,2.3,3
460479,いろは代⾏,新潟市秋葉区,0250-43-1555,,2.5,4
460521,ND代⾏,新潟市秋葉区,080-6427-1984,https://daikonavi.com/niigata/t012900/,4.2,32
460620,アーク代⾏,新潟市秋葉区,0250-23-5374,,,
460629,ＣＵ代⾏,新潟市秋葉区,0250-23-1611,http://echihai.com/,3.9,9
460168,(株)県央代⾏,三条市,0256-36-6611,,2.5,14
460207,新潟運転代⾏ (株),三条市,0256-36-6116,https://www.niigata-daiko.com/,2,4
460365,陸送代⾏,三条市,0256-45-7210,http://www.sunlix.co.jp/,3.8,12
460386,ゼロ運転代⾏ (株),三条市,0256-45-7110,https://zerodaikou.com/,2.2,13
460490,MY代⾏,三条市,0256-36-6116,https://www.niigata-daiko.com/,2,4
460494,エム運転代⾏,三条市,0256-36-6116,https://www.niigata-daiko.com/,2,4
460495,アクト運転代⾏,三条市,0256-64-8640,,,
460506,四ツ葉代⾏,三条市,,,,
460608,つばさ代⾏ （株）（つばさ 代⾏）,三条市,0256-64-7489,,3.2,10
460141,平成代⾏,新潟市南区,,,1,1
460212,ラッキー代⾏,新潟市南区,080-8122-2365,https://niigata-ykdaikou.com/,4.6,9
460303,フルサト運転 代⾏,新潟市南区,080-6427-1984,https://daikonavi.com/niigata/t012900/,4.2,32
460534,TC代⾏,新潟市南区,,,1,1
460594,(株)As（ピーチ II代⾏）,新潟市南区,,,1,1
460378,中之⼝代⾏,新潟市⻄蒲区,080-7288-8437,https://www.s-daikou.net/,3.5,2
460520,ワタナベ運転 代⾏,⻄蒲原郡弥彦村,0256-94-2438,https://www.paletdor-watanabe.com/entremets/,4.1,113
460543,エス代⾏,新潟市⻄蒲区,080-7288-8437,https://www.s-daikou.net/,3.5,2
460564,ファースト代⾏,新潟市⻄蒲区,080-7288-8437,https://www.s-daikou.net/,3.5,2
460576,エイト代⾏,⻄蒲原郡弥彦村,0256-94-2001,http://www.yahiko-jinjya.or.jp/,4.5,10080
460598,ビー運転代⾏,新潟市⻄蒲区,080-7288-8437,https://www.s-daikou.net/,3.5,2
460621,イーグルマキ 代⾏,新潟市⻄蒲区,080-7288-8437,https://www.s-daikou.net/,3.5,2
460078,スワロー代⾏,燕市,0256-64-4920,,1.6,5
460280,ゆう代⾏,燕市,0256-97-7777,,,
460305,安⼼代⾏,燕市,0256-64-8640,,,
460525,RISE代⾏,燕市,090-2045-6146,https://ride-across-websupporter.com/,5,4
460558,分⽔代⾏,燕市,0256-93-2711,,5,1
460586,Sunny代⾏,燕市,0256-97-7777,,,
460229,寿代⾏,加茂市,,,,
460297,(株)Ｔ’ｓ ＬＯ ＶＥ（トンち ゃん代⾏）,南蒲原郡⽥上町,0256-47-5955,http://www.ts-love.co.jp/vague/,3.3,4
460308,みなみ運転代 ⾏,南蒲原郡⽥上町,,,,
460315,マルカツ運転代 ⾏,加茂市,0256-53-2351,,,
460473,ハナハナ運転 代⾏,加茂市,0256-36-6116,https://www.niigata-daiko.com/,2,4
460611,英和興業（株） （英和運転代 ⾏）,加茂市,0256-46-8220,https://eiwakogyo.com/,4,3
460616,（合）オール ジャパン新潟 （くろふね代 ⾏）,南蒲原郡⽥上町,,,5,1
460368,フラワー,⻑岡市,0258-28-8711,http://nagaoka-garden.hanatown.net/,3.7,16
460463,パワーズ運転代 ⾏,⾒附市,0120-080-757,,4,9
460484,リーチ運転代 ⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460539,(株)Serve（さ くら代⾏）,⻑岡市,025-211-8947,https://www.sakura-niigata.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11075859176490435674,5,2
460551,ラッキー代⾏ ⾒附,⾒附市,0120-080-757,,4,9
460595,まこと運転代 ⾏,⾒附市,0120-080-757,,4,9
460145,とちおニコニ コ運転代⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460247,(有)あおぞら運 転代⾏,⻑岡市,0257-24-3225,https://www.aozoradaiko.com/,2.9,9
460347,(株)スパイラル （ハッピー運 転代⾏）,⻑岡市,,,,
460396,ＤＡＩＫＯＵ,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460437,⻘葉代⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460469,運転代⾏Ａｃ ｅ,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460545,れもん運転代 ⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460550,GLOBAL運転代 ⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460575,⼤光株式会社 （⼤光運転代 ⾏）,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460618,こぶた代⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460622,ふくふく代⾏ サービス,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460628,アシスト代⾏,⻑岡市,080-8808-7871,https://taikoudaikou.com/,4.5,107
460630,すぎちゃん代 ⾏,⻑岡市,,,,
460430,ＯＮＥ代⾏,⼩千⾕市,0258-86-6930,,3.8,12
460149,グリーン代⾏,⿂沼市,025-777-3714,,1,2
460041,塩沢ダイコー,南⿂沼市,025-782-0473,,2.5,2
460045,Ｓ＆Ｐダイコ ーサービス,南⿂沼郡湯沢町,025-785-5336,,5,3
460051,(有)新伸代⾏,南⿂沼市,0120-712-620,,3.7,3
460095,いずみダイコ ー,南⿂沼市,025-775-3621,,4.3,3
460032,(有)ミナミ運転 代⾏,⼗⽇町市,025-757-2376,,4,2
460090,中央代⾏,⼗⽇町市,025-758-2249,,1,1
460094,⿂沼ダイコー,中⿂沼郡津南町,025-765-1000,,,
460360,北⽃代⾏,⼗⽇町市,025-755-5950,,,
460587,⼗⽇町代⾏,⼗⽇町市,025-752-7270,https://www.city.tokamachi.lg.jp/soshiki/shiminfukushibu/hattatsushiencenter/1/gyomu/1450421541337.html,4.1,8
460022,(株)コスモＴ＆ Ｄ（コスモ代,柏崎市,0120-025-723,,2.8,6
460110,エース代⾏,柏崎市,0120-041-332,,4.5,2
460332,(株)あおぞら代 ⾏柏崎,柏崎市,0257-24-3225,https://www.aozoradaiko.com/,2.9,9
460363,⼤和タクシー (株) （ヤマト代 ⾏）,柏崎市,0257-23-4145,,3,1
460448,さくら運転代 ⾏,柏崎市,0257-47-7373,,,
460593,ひかり社,柏崎市,0257-25-3267,,,
460089,(有)第⼀代⾏,上越市,025-544-0777,,2.4,10
460333,ファミリー代 ⾏,上越市,025-523-6222,,5,2
460355,ビクトリ商事 合同会社（ビ クトリ運転代 ⾏社）,上越市,025-527-3360,,3.7,3
460388,ＨＡＹＡＢＵ ＳＡ代⾏,上越市,025-520-7933,,5,1
460492,(有)共⽴（共⽴ 代⾏）,上越市,025-520-9871,,4,4
460493,ＡＢＳ運転代 ⾏,上越市,025-520-7933,,5,1
460516,ほたる代⾏,上越市,,,4,6
460526,上越交通サー ビス,上越市,025-543-5948,https://www.city.joetsu.niigata.jp/soshiki/toshiseibi/gochi-park.html,4,195
460529,スマイル運転代 ⾏,上越市,025-524-2229,,3,7
460536,あんしん代⾏ 社,上越市,080-7261-9993,https://ansindaikou.com/,3.8,9
460541,ＳＴＡＲ運転 代⾏,上越市,025-543-3501,,5,1
460568,新⽣代⾏,上越市,025-527-2755,,2.4,7
460574,のんだら代⾏ 社上越,上越市,025-522-1775,,3.4,10
460617,オレンジ運転 代⾏,上越市,025-522-1775,,3.4,10
460537,運転代⾏宮⼀,妙⾼市,0255-72-4526,,1,1
460258,(有)ジェイ‧デ ィー‧エス （のんだら代 ⾏社）,⽷⿂川市,025-553-0961,,3.9,8
460425,ファミリー代 ⾏,⽷⿂川市,080-8893-1330,,,
460098,佐渡運転代⾏ 社,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460234,安全運転代⾏ 社,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460241,たまちゃん代⾏,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460351,⼭本運転代⾏,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460370,岩崎運転代⾏,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460470,妹背運転代⾏,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460505,あすか運転代 ⾏,佐渡市,090-8773-9363,https://sadosamudaiko.simdif.com/page-7098224.html,5,1
460571,サービス佐渡 ヶ島,佐渡市,0259-58-8081,https://gotosado.com/outdoorbase/,4.5,129
