認定番号,業者名,所在地,電話番号,ウェブサイトURL,評価,レビュー数
34,どんぐり代行,津市（１３）,090-7439-4466,http://www.donguridaikou.jp/,4.2,5
35,運転代行安心,津市（１３）,080-4547-3305,https://www.tmdaiko.com/,3.7,14
36,運転代行天・ＴＥＮ,津市（１３）,080-4547-3305,https://www.tmdaiko.com/,3.7,14
37,Ｇ’ｓ代行,津市（１３）,090-4864-0343,,1.3,3
38,Ｔ＆Ｍ代行サービス,津市（１３）,080-4547-3305,https://www.tmdaiko.com/,3.7,14
39,モンキー運転代行,津市（１３）,090-4864-0343,,1.3,3
40,ドレミ運転代行,津市（１３）,080-4547-3305,https://www.tmdaiko.com/,3.7,14
41,エース運転代行,松阪市（９）,0598-30-4280,http://acemie.com/,2.7,6
42,ＭＹ運転代行,松阪市（９）,0598-30-4280,http://acemie.com/,2.7,6
43,アクアドライバーズサポート,松阪市（９）,0598-30-4280,http://acemie.com/,2.7,6
44,アイリス運転代行,松阪市（９）,080-9113-7757,http://airisdaiko.com/,4.6,9
45,エリー代行,松阪市（９）,0598-30-4280,http://acemie.com/,2.7,6
46,ドライブサポートワクワク,松阪市（９）,0598-52-1002,,5,1
47,代行屋,松阪市（９）,090-6077-0588,,,
48,有限会社明豊自動車,松阪市（９）,0598-60-1160,,5,2
49,あさラバ運転代行,松阪市（９）,0598-30-4280,http://acemie.com/,2.7,6
50,サクラ代行,多気郡多気町（３）,0598-38-2676,,2.3,3
51,ユアサ運転代行,多気郡多気町（３）,0598-30-4280,http://acemie.com/,2.7,6
52,アシストライン,多気郡多気町（３）,0598-37-3100,,4,2
53,代行運転ウィン,伊勢市（４）,0596-34-0589,https://www.daikou-keeper.com/,4.2,9
54,代行キーパー,伊勢市（４）,0596-34-0589,https://www.daikou-keeper.com/,4.2,9
55,代行運転やがちゃん,伊勢市（４）,,,,
56,おくちゃん運転代行,伊勢市（４）,0596-34-0589,https://www.daikou-keeper.com/,4.2,9
57,運転代行ノア,度会郡玉城町（１）,0596-34-0589,https://www.daikou-keeper.com/,4.2,9
58,有限会社西山産業,志摩市（１）,0599-56-0001,,,
59,尾鷲代行,尾鷲市（１）,,,,
60,代行舎,熊野市（５）,,,,
61,運転代行山久,熊野市（５）,0735-28-5616,http://www.untendaiko-nanki.com/,4,9
62,運転代行紀州,熊野市（５）,0735-28-5616,http://www.untendaiko-nanki.com/,4,9
63,代行Ｋ,熊野市（５）,,,,
64,ＧＯＧＯ代行,熊野市（５）,,,,
65,スマイル運転代行サービス,伊賀市（１１）,0595-22-0355,,4.3,3
66,運転代行社にんにん,伊賀市（１１）,090-7680-0971,,5,2
67,運転代行エース,伊賀市（１１）,0598-30-4280,http://acemie.com/,2.7,6
68,運転代行みっきぃ,伊賀市（１１）,090-7680-0971,,5,2
69,運転代行ノア,伊賀市（１１）,090-7680-0971,,5,2
70,運転代行グッド,伊賀市（１１）,090-7680-0971,,5,2
71,運転代行ＮＥＸＴ,伊賀市（１１）,090-7680-0971,,5,2
72,タカオ代行,伊賀市（１１）,090-7680-0971,,5,2
73,ＫＤサービス,伊賀市（１１）,0595-48-6759,https://ndy-system.jimdofree.com/,,
74,ＬＧ代行,伊賀市（１１）,090-7680-0971,,5,2
75,888運転代行,伊賀市（１１）,080-4306-0888,,3.7,3
76,ゼロ代行サービス,名張市（６）,0595-41-1730,,1,2
77,サポート代行,名張市（６）,080-8411-7937,,5,1
78,代行一番,名張市（６）,0120-778-588,,,
79,あいぼう代行,名張市（６）,,,,
80,くまさん代行,名張市（６）,080-8411-7937,,5,1
81,有限会社 創研,名張市（６）,050-3161-0049,,,
